alloy_rep_id,log_max_stress,log_max_strain,bc_1,bc_2,bc_3,bc_4,toughness,young_mod,frac_stress,alloy,Mo,Nb,Ta,V,W,rep,Experiment,alloy_cnt
0.2_0_0_0.8_0_1,2.78966147053666,-2.24809690770997,9.2330280043992,4.68104883573701,-0.561108955712032,-0.00710575510480301,0.971806481047907,210.123355169062,16.0513091259932,MoV,0.2,0,0,0.8,0,1,0,61
0.2_0_0_0.8_0_2,2.77751534831946,-2.25761172735131,9.16162447919905,4.64550523999428,-0.55968371432265,-0.0122165819647841,0.955132579095069,209.804151808455,15.9083611795789,MoV,0.2,0,0,0.8,0,2,0,61
0.2_0_0_0.8_0_3,2.77714580749106,-2.25761172735131,9.14879599552819,4.63443683741502,-0.569836684021442,-0.0196804723044394,0.953805183828675,209.204745429816,15.8346955346351,MoV,0.2,0,0,0.8,0,3,0,61
0.2_0_0_0_0.8_1,3.57439586236579,-2.21457421567134,19.3497128704744,10.1184783367896,-0.824195588419902,0.104340007898076,2.10596076820282,421.417262472762,35.2585107544317,MoW,0.2,0,0,0,0.8,1,0,62
0.2_0_0_0_0.8_2,3.54451862527415,-2.24620475955795,18.8420231863053,9.87670177970487,-0.806630908600319,0.075348258635389,1.98664811433541,419.270165048723,34.2958852609075,MoW,0.2,0,0,0,0.8,2,0,62
0.2_0_0_0_0.8_3,3.56892891590483,-2.2200838714823,19.2586614538061,10.0754041735496,-0.821685523484476,0.0992924265504353,2.08449715969343,421.093734576454,35.0853409810398,MoW,0.2,0,0,0,0.8,3,0,62
0.333333333333333_0.333333333333333_0.333333333333333_0_0_1,2.90022627447832,-2.23867176725039,9.66565043697834,5.17957429476724,-0.30579586005029,0.0376602438014296,1.02675924774881,206.031791662052,18.0245823376197,Mo_Nb_Ta,0.333333333333333,0.333333333333333,0.333333333333333,0,0,1,0,43
0.333333333333333_0.333333333333333_0_0.333333333333333_0_1,2.71303941690704,-2.47693848013882,7.88511061066535,4.37750433061878,-0.186128067447187,-0.0455423956659088,0.659364936956052,194.988039400045,14.903730318697,Mo_Nb_V,0.333333333333333,0.333333333333333,0,0.333333333333333,0,1,0,44
0.333333333333333_0.333333333333333_0_0_0.333333333333333_1,3.14315796856149,-2.34549259400532,12.7270504779389,6.67699762856569,-0.582592245397761,-0.0137303257250667,1.21467384410745,303.571400967982,22.9218082481599,Mo_Nb_W,0.333333333333333,0.333333333333333,0,0,0.333333333333333,1,0,45
0.333333333333333_0_0.333333333333333_0.333333333333333_0_1,2.85109544897525,-2.36233509739982,8.64873610852715,5.05501667290887,-0.0170878151735316,-0.069961638026316,0.811273922946315,175.416922118465,17.1489693365369,Mo_Ta_V,0.333333333333333,0,0.333333333333333,0.333333333333333,0,1,0,46
0.333333333333333_0_0.333333333333333_0_0.333333333333333_1,3.20840227583627,-2.29263476214088,13.072828432158,7.16815944214867,-0.363779623244366,-0.0169453806464943,1.31544429996983,281.656965808604,24.5917103212131,Mo_Ta_W,0.333333333333333,0,0.333333333333333,0,0.333333333333333,1,0,47
0.333333333333333_0_0_0.333333333333333_0.333333333333333_1,3.2255514643219,-2.26528930825035,13.5418665365037,7.30999494808379,-0.48483065067359,-0.0438819345813748,1.40065684590976,286.966972305962,24.9693236007521,Mo_V_W,0.333333333333333,0,0,0.333333333333333,0.333333333333333,1,0,48
0.36_0.56_0.04_0.04_0_1,2.8017546766133,-2.37730863918998,9.06217743759683,4.75948877176581,-0.406087887328512,-0.00799957516427069,0.837703509676216,222.300852278652,16.3533767282708,MoNbTaV,0.36,0.56,0.04,0.04,0,1,6,266
0.36_0.56_0.04_0.04_0_2,2.81723624375055,-2.3538783873816,9.23903151575718,4.83771378489412,-0.423818565079141,-0.00352789892985226,0.874385518495134,223.032779778375,16.6380759681618,MoNbTaV,0.36,0.56,0.04,0.04,0,2,6,266
0.36_0.56_0.04_0.04_0_3,2.80908041486479,-2.36659042296996,9.13979550264923,4.7935292188512,-0.414705891849749,-0.0073508689574957,0.854022665744729,222.394115407842,16.472599745991,MoNbTaV,0.36,0.56,0.04,0.04,0,3,6,266
0.379867673301018_0.452048805094202_0.0375305434025656_0.108994048771415_0.0215589294307989_1,2.98542068751027,-2.34967670052789,10.8876202170757,5.72076899038367,-0.537391818473551,-0.00621980036619997,1.03480105797479,266.361264435454,19.5521314912496,MoNbTaVW,0.379867673301018,0.452048805094202,0.0375305434025656,0.108994048771415,0.0215589294307989,1,3,42
0.379867673301018_0.452048805094202_0.0375305434025656_0.108994048771415_0.0215589294307989_2,2.98850540724793,-2.3434070875143,10.9491401383198,5.74678278059159,-0.543304853845653,-0.00533345158882881,1.04722020682421,266.538849547063,19.6479136248293,MoNbTaVW,0.379867673301018,0.452048805094202,0.0375305434025656,0.108994048771415,0.0215589294307989,2,3,42
0.379867673301018_0.452048805094202_0.0375305434025656_0.108994048771415_0.0215589294307989_3,2.97229947517374,-2.36659042296996,10.7468557415724,5.66250682287145,-0.52247026223964,-0.0106219439180559,1.00422015684539,266.033403370395,19.3320284794958,MoNbTaVW,0.379867673301018,0.452048805094202,0.0375305434025656,0.108994048771415,0.0215589294307989,3,3,42
0.3_0.7_0_0_0_1,2.78278738982932,-2.33510828469961,9.07412436064119,4.62253090204316,-0.510917263795959,-0.000420833359984586,0.875196620319204,221.530613581606,15.918099802638,MoNb,0.3,0.7,0,0,0,1,100,49
0.3_0.7_0_0_0_2,2.74401651968755,-2.38379514841959,8.74226429662798,4.48785590151273,-0.472294670176372,-0.0114776255403921,0.802958095006937,220.392098273898,15.409787099253,MoNb,0.3,0.7,0,0,0,2,100,49
0.3_0.7_0_0_0_3,2.76821552836956,-2.3580978029243,8.91990148462648,4.5609572586228,-0.491804827092129,-0.00425289738093539,0.840689221828782,221.265221230597,15.6895513172616,MoNb,0.3,0.7,0,0,0,3,100,49
0.3_0_0.7_0_0_1,2.9611101864305,-2.17683388768849,9.53376160401582,5.3828639642662,0.0595896966723572,0.0852645809798716,1.07727751691794,172.901705651297,19.1769433471292,MoTa,0.3,0,0.7,0,0,1,100,50
0.3_0_0.7_0_0_2,3.00284425829596,-2.1404662435176,9.89677457855008,5.61034695959798,0.0853744341198018,0.096003066176297,1.15984132733767,173.014353448873,20.0189250946507,MoTa,0.3,0,0.7,0,0,2,100,50
0.3_0_0.7_0_0_3,2.97795175204117,-2.16456379509667,9.65764464802199,5.46015208122291,0.0688523711421143,0.0898476444914674,1.10478863140041,173.084535509455,19.4670719055297,MoTa,0.3,0,0.7,0,0,3,100,50
0.3_0_0_0.7_0_1,2.90913649977081,-2.19283422903493,10.2846434477412,5.29307197814413,-0.573427364474307,-0.00182841168333276,1.14415061907353,220.573187899088,18.1464594027672,MoV,0.3,0,0,0.7,0,1,100,51
0.3_0_0_0.7_0_2,2.85665382339008,-2.26336437984076,9.71855915768565,5.04786865600537,-0.5248206189389,-0.0323093759243489,1.00730224038679,217.244331759078,17.1845573751151,MoV,0.3,0,0,0.7,0,2,100,51
0.3_0_0_0.7_0_3,2.88820376687061,-2.22192718997658,10.0585408126777,5.20266262813534,-0.547850117774938,-0.0145423888794932,1.08679992557608,219.079517711845,17.7874433598433,MoV,0.3,0,0,0.7,0,3,100,51
0.3_0_0_0_0.7_1,3.52553438113076,-2.24999264287488,18.5756713003896,9.70326597053211,-0.814916562028855,0.0669766503001506,1.95115535855781,414.470061942706,33.6901246856152,MoW,0.3,0,0,0,0.7,1,100,52
0.3_0_0_0_0.7_2,3.51295037558689,-2.26528930825035,18.3409208765817,9.59097222964844,-0.806963094439107,0.0522889781427549,1.89715554106883,413.315108788996,33.240512653718,MoW,0.3,0,0,0,0.7,2,100,52
0.3_0_0_0_0.7_3,3.52368670071972,-2.2557015070952,18.4897151172236,9.66283388525424,-0.811107639955962,0.0624259184963324,1.93103316841406,414.170348268035,33.5307896273762,MoW,0.3,0,0,0,0.7,3,100,52
0.428571428571429_0.21428571428571_0.0714285714285714_0.0714285714285714_0.214285714285714_1,3.22082958035526,-2.31061726469131,13.5873555471845,7.30939328771719,-0.645979454990663,-0.0358186924534622,1.34300443960904,318.730585323881,24.677044634098,MoNbTaVW,0.428571428571429,0.21428571428571,0.0714285714285714,0.0714285714285714,0.214285714285714,1,17,37
0.428571428571429_0.21428571428571_0.0714285714285714_0.0714285714285714_0.214285714285714_2,3.2258562376593,-2.30058709033138,13.6999682951627,7.35461188074185,-0.662431023938128,-0.0373060408183155,1.36784520006297,318.744873462336,24.8277902488079,MoNbTaVW,0.428571428571429,0.21428571428571,0.0714285714285714,0.0714285714285714,0.214285714285714,2,17,37
0.428571428571429_0.21428571428571_0.0714285714285714_0.0714285714285714_0.214285714285714_3,3.22541780944278,-2.30058709033137,13.7241525967845,7.35556480737823,-0.662407402136451,-0.0297276901223757,1.37025877238418,320.097907039395,24.8732432422363,MoNbTaVW,0.428571428571429,0.21428571428571,0.0714285714285714,0.0714285714285714,0.214285714285714,3,17,37
0.468262892970793_0.205354348088931_0.0988444935627599_0.168163171984643_0.0593750933928729_1,3.20363217734101,-2.27108642593467,13.3917609383081,7.18817415637906,-0.645925297453,-0.0324217805920039,1.37724684538439,303.373402559505,24.2824212895576,MoNbTaVW,0.468262892970793,0.205354348088931,0.0988444935627599,0.168163171984643,0.0593750933928729,1,15,36
0.468262892970793_0.205354348088931_0.0988444935627599_0.168163171984643_0.0593750933928729_2,3.18685159361638,-2.29461692334487,13.1247056500431,7.08093546120116,-0.616212856473562,-0.0397985471560683,1.31826778382505,302.153859187401,23.8762515353091,MoNbTaVW,0.468262892970793,0.205354348088931,0.0988444935627599,0.168163171984643,0.0593750933928729,2,15,36
0.468262892970793_0.205354348088931_0.0988444935627599_0.168163171984643_0.0593750933928729_3,3.18637360657182,-2.29461692334488,13.1295971609163,7.07285113709265,-0.619355689258236,-0.0379394065450269,1.31876168306393,302.535274106246,23.8650543484317,MoNbTaVW,0.468262892970793,0.205354348088931,0.0988444935627599,0.168163171984643,0.0593750933928729,3,15,36
0.471211344493835_0.393716987664529_0.028239730499606_0.0173855623909212_0.0894463749511089_1,3.0260257549863,-2.35598586972116,11.2127562834605,6.01127822591766,-0.532884323307904,-0.0301032199887225,1.0589573063593,273.838809323276,20.3265095859273,MoNbTaVW,0.471211344493835,0.393716987664529,0.028239730499606,0.0173855623909212,0.0894463749511089,1,2,35
0.471211344493835_0.393716987664529_0.028239730499606_0.0173855623909212_0.0894463749511089_2,3.03846783633932,-2.33924907736563,11.3754304904049,6.07520407431615,-0.549730868131642,-0.0248837783596689,1.09252945727048,274.560063257901,20.5761591799458,MoNbTaVW,0.471211344493835,0.393716987664529,0.028239730499606,0.0173855623909212,0.0894463749511089,2,2,35
0.471211344493835_0.393716987664529_0.028239730499606_0.0173855623909212_0.0894463749511089_3,3.02804053498338,-2.3496767005279,11.2753042029184,6.03125283846273,-0.542002778897819,-0.0303661750085681,1.07163513059141,273.882117100325,20.4028669215764,MoNbTaVW,0.471211344493835,0.393716987664529,0.028239730499606,0.0173855623909212,0.0894463749511089,3,2,35
0.4_0.6_0_0_0_1,2.82952462865183,-2.39250980052203,9.48145445779048,4.85375267318357,-0.477034926720325,-0.00638440750065981,0.86324327125691,237.522784219897,16.7824497885877,MoNb,0.4,0.6,0,0,0,1,0,38
0.4_0.6_0_0_0_2,2.82847922430392,-2.39470038190185,9.4706268074072,4.85048555013178,-0.472448657996429,-0.0054128447171747,0.860360005312155,237.534379729771,16.7785627961479,MoNb,0.4,0.6,0,0,0,2,0,38
0.4_0.6_0_0_0_3,2.82618403574377,-2.39909599337489,9.43716852933582,4.83874262467641,-0.467960207750373,-0.00768913555487413,0.853543406459781,237.14587089307,16.7287949997821,MoNb,0.4,0.6,0,0,0,3,0,38
0.4_0_0.6_0_0_1,2.99822087322239,-2.23119509690737,10.1957213656469,5.65463527325394,-0.0646151313656004,0.0371229719797099,1.09099960357554,195.295245815076,19.9065208542741,MoTa,0.4,0,0.6,0,0,1,0,39
0.4_0_0.6_0_0_2,2.99614797589392,-2.23119509690738,10.1978143588133,5.66031205046098,-0.0647140898200896,0.0354622709006355,1.09124319691061,195.204745841183,19.9138948108711,MoTa,0.4,0,0.6,0,0,2,0,39
0.4_0_0.6_0_0_3,3.00847439174178,-2.2200838714823,10.3091405753545,5.71935862920582,-0.0655831024257774,0.0357311752291876,1.11552748413979,195.124487037265,20.126298695801,MoTa,0.4,0,0.6,0,0,3,0,39
0.4_0_0_0.6_0_1,2.99773476194942,-2.19462795148895,11.070480456525,5.75587756214057,-0.548208842243503,-0.00979685685513832,1.22930553901869,231.50362415227,19.7661403910634,MoV,0.4,0,0,0.6,0,1,0,40
0.4_0_0_0.6_0_2,2.99165545170696,-2.20364514513914,10.989467912207,5.71463037513529,-0.543133529749478,-0.0131610304937999,1.20932019440602,231.133336918049,19.6162618761273,MoV,0.4,0,0,0.6,0,2,0,40
0.4_0_0_0.6_0_3,2.96706735701954,-2.23119509690737,10.7410947845377,5.60741878212345,-0.525900609184112,-0.0253185314266243,1.14976122033702,229.999950204725,19.188924977042,MoV,0.4,0,0,0.6,0,3,0,40
0.4_0_0_0_0.6_1,3.50517080088334,-2.25570150709519,18.2868593361014,9.51396456833332,-0.824818248109931,0.0562833537072513,1.9098711645394,409.612032573108,33.0248800093921,MoW,0.4,0,0,0,0.6,1,0,41
0.4_0_0_0_0.6_2,3.50432810057809,-2.2557015070952,18.2897934475803,9.51530033671626,-0.820597778301077,0.059192461425852,1.91017397978497,409.719960011505,33.0469696657836,MoW,0.4,0,0,0,0.6,2,0,41
0.4_0_0_0_0.6_3,3.50182955382868,-2.26144314966287,18.2060742759982,9.47540186575036,-0.817573671981918,0.0570619742264419,1.8905071205503,409.914420013338,32.8953242979728,MoW,0.4,0,0,0,0.6,3,0,41
0.503329559403349_0.247824139044354_0.188119014393079_0.00428983457920873_0.0564374525800091_1,3.12745010304934,-2.3496767005279,12.1039202969255,6.74032326895189,-0.501510356451897,-0.122127756397422,1.15031770726791,278.917903290529,22.3071841897846,MoNbTaVW,0.503329559403349,0.247824139044354,0.188119014393079,0.00428983457920873,0.0564374525800091,1,4,30
0.503329559403349_0.247824139044354_0.188119014393079_0.00428983457920873_0.0564374525800091_2,3.11302128745464,-2.36446049671213,12.0309264698285,6.68090918334521,-0.50812271792443,-0.110621354992907,1.12654581810701,283.694993464037,22.1463925996399,MoNbTaVW,0.503329559403349,0.247824139044354,0.188119014393079,0.00428983457920873,0.0564374525800091,2,4,30
0.503329559403349_0.247824139044354_0.188119014393079_0.00428983457920873_0.0564374525800091_3,3.10565588982041,-2.37515578582888,11.7874499522391,6.63946955169473,-0.46983526230928,-0.142239975853602,1.09193494179439,275.25343358421,21.8341578432483,MoNbTaVW,0.503329559403349,0.247824139044354,0.188119014393079,0.00428983457920873,0.0564374525800091,3,4,30
0.504239736400679_0.247380428204709_0.204703754034917_0.037834383181405_0.00584169817828904_1,3.07472977141456,-2.39250980052204,11.3486101391732,6.46521048942545,-0.420386568846658,-0.154928647026841,1.03309665355422,265.641419472414,21.1707797238771,MoNbTaVW,0.504239736400679,0.247380428204709,0.204703754034917,0.037834383181405,0.00584169817828904,1,5,29
0.504239736400679_0.247380428204709_0.204703754034917_0.037834383181405_0.00584169817828904_2,3.05156671877141,-2.41463459680267,11.0238105862386,6.37306241172782,-0.37024113435087,-0.186798670489703,0.98144770795872,256.690990944916,20.7150635077775,MoNbTaVW,0.504239736400679,0.247380428204709,0.204703754034917,0.037834383181405,0.00584169817828904,2,5,29
0.504239736400679_0.247380428204709_0.204703754034917_0.037834383181405_0.00584169817828904_3,3.07691891091275,-2.4236234213711,11.9962334390618,6.22731413569614,-0.507687941192406,-0.0289232294698833,1.05851829854822,297.8248803448,21.5392161189813,MoNbTaVW,0.504239736400679,0.247380428204709,0.204703754034917,0.037834383181405,0.00584169817828904,3,5,29
0.511625604836722_0.228321557179184_0.217815058158683_0.0118242338074101_0.0304135460180009_1,3.14734054894522,-2.3538783873816,13.270182098483,6.4245260570999,-0.561803471812966,0.00374232199798815,1.25585802292416,297.564653181773,23.1201910172908,MoNbTaVW,0.511625604836722,0.228321557179184,0.217815058158683,0.0118242338074101,0.0304135460180009,1,8,28
0.511625604836722_0.228321557179184_0.217815058158683_0.0118242338074101_0.0304135460180009_2,3.13000117627638,-2.3816283003345,12.922973258398,6.3163878555335,-0.540333500591457,-0.00340462247997982,1.18939317426037,297.671985771193,22.6145770369571,MoNbTaVW,0.511625604836722,0.228321557179184,0.217815058158683,0.0118242338074101,0.0304135460180009,2,8,28
0.511625604836722_0.228321557179184_0.217815058158683_0.0118242338074101_0.0304135460180009_3,3.14069473741573,-2.36872489549859,13.1558088889462,6.35220402588477,-0.548780002625221,0.00099674780456019,1.22660856808911,297.122507308142,22.9022895080518,MoNbTaVW,0.511625604836722,0.228321557179184,0.217815058158683,0.0118242338074101,0.0304135460180009,3,8,28
0.517148450160615_0.331375807305149_0.115906166820041_0.000380151477743418_0.035189424236_1,3.06672438672856,-2.39470038190185,11.9543314738236,6.04103308679686,-0.523776381884732,-0.0208496089685825,1.08591818863192,285.899765281163,21.1622736678852,MoNbTaVW,0.517148450160615,0.331375807305149,0.115906166820041,0.000380151477743418,0.035189424236,1,16,27
0.517148450160615_0.331375807305149_0.115906166820041_0.000380151477743418_0.035189424236_2,3.086852330982,-2.36233509739982,12.2548323795133,6.17368314782472,-0.554841797809202,-0.0155517623061615,1.14999586175156,286.521070095505,21.6375629377098,MoNbTaVW,0.517148450160615,0.331375807305149,0.115906166820041,0.000380151477743418,0.035189424236,2,16,27
0.517148450160615_0.331375807305149_0.115906166820041_0.000380151477743418_0.035189424236_3,3.03117892902408,-2.44645546341375,11.4709540569245,5.82997874948328,-0.476164729124732,-0.0318899652178146,0.989218698636022,284.217746556801,20.3900672233534,MoNbTaVW,0.517148450160615,0.331375807305149,0.115906166820041,0.000380151477743418,0.035189424236,3,16,27
0.558945134699421_0.224767879224168_0.0360116057942282_0.00575377413400183_0.174521606148182_1,3.21725972773518,-2.27496992596106,13.6208058565563,7.27760318854392,-0.682715486758057,-0.0295560763516134,1.3953770078907,311.882819364197,24.5917429939936,MoNbTaVW,0.558945134699421,0.224767879224168,0.0360116057942282,0.00575377413400183,0.174521606148182,1,12,26
0.558945134699421_0.224767879224168_0.0360116057942282_0.00575377413400183_0.174521606148182_2,3.19233258452302,-2.30860316531961,13.2473311620656,7.11088128595465,-0.646822907566082,-0.0432543711846371,1.31206025387011,309.987613306472,23.9735705054806,MoNbTaVW,0.558945134699421,0.224767879224168,0.0360116057942282,0.00575377413400183,0.174521606148182,2,12,26
0.558945134699421_0.224767879224168_0.0360116057942282_0.00575377413400183_0.174521606148182_3,3.1779129346169,-2.32278780031156,13.0974938465569,7.04971180595938,-0.627078517525646,-0.0447221329278027,1.27887227625127,309.670480119856,23.7576180240112,MoNbTaVW,0.558945134699421,0.224767879224168,0.0360116057942282,0.00575377413400183,0.174521606148182,3,12,26
